Log10[-delta] | Log10[Gamma/mA] | Log10 [Oh2full/Oh2simp]
--------------+-------------------+-----------------------
0.8	-5.4	1.36134
0.8	-5.1	1.34073
0.8	-4.8	1.29983
0.8	-4.5	1.21909
0.8	-4.2	1.0724
0.8	-3.9	0.84919
0.8	-3.6	0.582259
0.92	-3.3	0.451938
0.92	-3.	0.27234
0.92	-2.7	0.165866
0.92	-2.4	0.106596
0.92	-2.1	0.0689028
0.92	-1.8	0.0459322
0.92	-1.5	0.0306728
0.92	-1.2	0.0185442
0.92	-1.	0.011374
0.92	-6.	1.14359
0.92	-5.7	1.14025
0.92	-5.4	1.13474
0.92	-5.1	1.12424
0.92	-4.8	1.10571
0.92	-4.5	1.05676
0.92	-4.2	0.99716
0.92	-3.9	0.860656
0.92	-3.6	0.674421
1.04	-3.3	0.421472
1.04	-3.	0.280039
1.04	-2.7	0.184093
1.04	-2.4	0.125735
1.04	-2.1	0.0871579
1.04	-1.8	0.0593312
1.04	-1.5	0.0378576
1.04	-1.2	0.0198498
1.04	-1.	0.0106289
1.04	-6.	0.83751
1.04	-5.7	0.836007
1.04	-5.4	0.831743
1.04	-5.1	0.825444
1.04	-4.8	0.814469
1.04	-4.5	0.793838
1.04	-4.2	0.743053
1.04	-3.9	0.685169
1.04	-3.6	0.571182
1.16	-3.3	0.272687
1.16	-3.	0.217856
1.16	-2.7	0.168232
1.16	-2.4	0.127257
1.16	-2.1	0.0938479
1.16	-1.8	0.0649727
1.16	-1.5	0.0390772
1.16	-1.2	0.0176946
1.16	-1.	0.00844993
1.16	-6.	0.425732
1.16	-5.7	0.427664
1.16	-5.4	0.425791
1.16	-5.1	0.421205
1.16	-4.8	0.415883
1.16	-4.5	0.406395
1.16	-4.2	0.390405
1.16	-3.9	0.364021
1.16	-3.6	0.324206
1.28	-3.3	0.133768
1.28	-3.	0.138843
1.28	-2.7	0.135558
1.28	-2.4	0.116504
1.28	-2.1	0.0904253
1.28	-1.8	0.0620615
1.28	-1.5	0.0341865
1.28	-1.2	0.0131467
1.28	-1.	0.00570991
1.28	-6.	0.12994
1.28	-5.7	0.12916
1.28	-5.4	0.128062
1.28	-5.1	0.126989
1.28	-4.8	0.125821
1.28	-4.5	0.124866
1.28	-4.2	0.124628
1.28	-3.9	0.125585
1.28	-3.6	0.124084
1.4	-3.3	0.10902
1.4	-3.	0.110385
1.4	-2.7	0.111152
1.4	-2.4	0.101891
1.4	-2.1	0.0801664
1.4	-1.8	0.0522517
1.4	-1.5	0.024839
1.4	-1.2	0.00779455
1.4	-1.	0.00305674
1.4	-6.	0.142244
1.4	-5.7	0.141506
1.4	-5.4	0.140233
1.4	-5.1	0.138019
1.4	-4.8	0.134952
1.4	-4.5	0.130721
1.4	-4.2	0.125304
1.4	-3.9	0.119187
1.4	-3.6	0.113435
1.52	-3.3	0.136591
1.52	-3.	0.121217
1.52	-2.7	0.107327
1.52	-2.4	0.0914867
1.52	-2.1	0.0665315
1.52	-1.8	0.0379521
1.52	-1.5	0.0136875
1.52	-1.2	0.00273378
1.52	-1.	0.000798886
1.52	-6.	0.208739
1.52	-5.7	0.207579
1.52	-5.4	0.205698
1.52	-5.1	0.203103
1.52	-4.8	0.19845
1.52	-4.5	0.191109
1.52	-4.2	0.181113
1.52	-3.9	0.168263
1.52	-3.6	0.153001
0.30103	-3.3	0.00228616
0.30103	-3.	0.00204647
0.30103	-2.7	0.0018032
0.30103	-2.4	0.00319145
0.30103	-2.1	0.00253576
0.30103	-1.8	0.00156793
0.30103	-1.5	0.00155136
0.30103	-1.2	0.00161739
0.30103	-1.	0.00160963
0.30103	-6.	0.051395
0.30103	-5.7	0.0340732
0.30103	-5.4	0.0193468
0.30103	-5.1	0.0111229
0.30103	-4.8	0.00664726
0.30103	-4.5	0.00413666
0.30103	-4.2	0.00349317
0.30103	-3.9	0.00365481
0.30103	-3.6	0.00273231
1.64	-3.3	0.165127
1.64	-3.	0.139789
1.64	-2.7	0.112854
1.64	-2.4	0.0845399
1.64	-2.1	0.0514322
1.64	-1.8	0.0215484
1.64	-1.5	0.00269694
1.64	-1.2	-0.00146487
1.64	-1.	-0.000992179
1.64	-6.	0.254646
1.64	-5.7	0.253639
1.64	-5.4	0.251765
1.64	-5.1	0.248835
1.64	-4.8	0.243681
1.64	-4.5	0.235451
1.64	-4.2	0.223502
1.64	-3.9	0.207532
1.64	-3.6	0.187868
1.76	-3.3	0.181909
1.76	-3.	0.151529
1.76	-2.7	0.116448
1.76	-2.4	0.0773449
1.76	-2.1	0.0349737
1.76	-1.8	0.00466609
1.76	-1.5	-0.00672992
1.76	-1.2	-0.00474277
1.76	-1.	-0.00236446
1.76	-6.	0.275663
1.76	-5.7	0.274772
1.76	-5.4	0.273236
1.76	-5.1	0.270736
1.76	-4.8	0.265969
1.76	-4.5	0.258117
1.76	-4.2	0.245778
1.76	-3.9	0.228809
1.76	-3.6	0.207564
1.88	-3.3	0.185849
1.88	-3.	0.152831
1.88	-2.7	0.112855
1.88	-2.4	0.0656417
1.88	-2.1	0.0164527
1.88	-1.8	-0.0111773
1.88	-1.5	-0.0143014
1.88	-1.2	-0.00722407
1.88	-1.	-0.003397
1.88	-6.	0.276605
1.88	-5.7	0.275944
1.88	-5.4	0.274557
1.88	-5.1	0.272436
1.88	-4.8	0.268593
1.88	-4.5	0.261803
1.88	-4.2	0.250193
1.88	-3.9	0.23343
1.88	-3.6	0.212206
2.	-3.3	0.179252
2.	-3.	0.14485
2.	-2.7	0.100473
2.	-2.4	0.0477073
2.	-2.1	-0.00363344
2.	-1.8	-0.0249087
2.	-1.5	-0.0200326
2.	-1.2	-0.00905832
2.	-1.	-0.00417097
2.	-6.	0.263971
2.	-5.7	0.263297
2.	-5.4	0.261888
2.	-5.1	0.258363
2.	-4.8	0.258079
2.	-4.5	0.252777
2.	-4.2	0.242974
2.	-3.9	0.227187
2.	-3.6	0.206344
2.12	-3.3	0.163688
2.12	-3.	0.127204
2.12	-2.7	0.0801848
2.12	-2.4	0.0238519
2.12	-2.1	-0.0240538
2.12	-1.8	-0.0359644
2.12	-1.5	-0.0242762
2.12	-1.2	-0.0104096
2.12	-1.	-0.004748
2.12	-6.	0.241606
2.12	-5.7	0.241458
2.12	-5.4	0.24089
2.12	-5.1	0.237534
2.12	-4.8	0.237787
2.12	-4.5	0.233423
2.12	-4.2	0.224546
2.12	-3.9	0.210739
2.12	-3.6	0.19101
2.24	-3.3	0.140626
2.24	-3.	0.102542
2.24	-2.7	0.0528803
2.24	-2.4	-0.00335065
2.24	-2.1	-0.0426509
2.24	-1.8	-0.0443951
2.24	-1.5	-0.0273699
2.24	-1.2	-0.0114113
2.24	-1.	-0.00518326
2.24	-6.	0.214239
2.24	-5.7	0.213946
2.24	-5.4	0.213464
2.24	-5.1	0.212633
2.24	-4.8	0.210839
2.24	-4.5	0.206846
2.24	-4.2	0.200727
2.24	-3.9	0.187888
2.24	-3.6	0.168353
2.36	-3.3	0.111034
2.36	-3.	0.0712196
2.36	-2.7	0.0201276
2.36	-2.4	-0.0312613
2.36	-2.1	-0.0582832
2.36	-1.8	-0.0506782
2.36	-1.5	-0.0296135
2.36	-1.2	-0.0121515
2.36	-1.	-0.00550861
2.36	-6.	0.181249
2.36	-5.7	0.181165
2.36	-5.4	0.180317
2.36	-5.1	0.179951
2.36	-4.8	0.179257
2.36	-4.5	0.177234
2.36	-4.2	0.171689
2.36	-3.9	0.159453
2.36	-3.6	0.139722
2.48	-3.3	0.0764477
2.48	-3.	0.0348869
2.48	-2.7	-0.0152616
2.48	-2.4	-0.0571804
2.48	-2.1	-0.0705273
2.48	-1.8	-0.0552476
2.48	-1.5	-0.0312478
2.48	-1.2	-0.0127043
2.48	-1.	-0.00575165
2.48	-6.	0.140687
2.48	-5.7	0.144522
2.48	-5.4	0.144335
2.48	-5.1	0.145046
2.48	-4.8	0.143398
2.48	-4.5	0.141706
2.48	-4.2	0.136816
2.48	-3.9	0.125504
2.48	-3.6	0.105957
2.6	-3.3	0.0381258
2.6	-3.	-0.00514318
2.6	-2.7	-0.0512843
2.6	-2.4	-0.0792213
2.6	-2.1	-0.0797296
2.6	-1.8	-0.0585226
2.6	-1.5	-0.0324497
2.6	-1.2	-0.0131149
2.6	-1.	-0.00593495
2.6	-6.	0.10017
2.6	-5.7	0.104634
2.6	-5.4	0.104441
2.6	-5.1	0.10394
2.6	-4.8	0.103419
2.6	-4.5	0.10258
2.6	-4.2	0.101443
2.6	-3.9	0.0905335
2.6	-3.6	0.0699299
2.72	-3.3	-0.00359075
2.72	-3.	-0.0467876
2.72	-2.7	-0.084205
2.72	-2.4	-0.0965451
2.72	-2.1	-0.086475
2.72	-1.8	-0.0609278
2.72	-1.5	-0.0333349
2.72	-1.2	-0.0134241
2.72	-1.	-0.0060736
2.72	-6.	0.0586858
2.72	-5.7	0.0624454
2.72	-5.4	0.0618823
2.72	-5.1	0.0617403
2.72	-4.8	0.061392
2.72	-4.5	0.0607409
2.72	-4.2	0.0567722
2.72	-3.9	0.0460055
2.72	-3.6	0.0247422
0.337242	-3.3	0.00417407
0.337242	-3.	0.00318133
0.337242	-2.7	0.0026884
0.337242	-2.4	0.00226077
0.337242	-2.1	0.00279812
0.337242	-1.8	0.00276184
0.337242	-1.5	0.00189609
0.337242	-1.2	0.0019053
0.337242	-1.	0.00191982
0.337242	-4.8	0.0229497
0.337242	-4.5	0.0131687
0.337242	-4.2	0.00629312
0.337242	-3.9	0.00492727
0.337242	-3.6	0.00418367
2.84	-3.3	-0.0540536
2.84	-3.	-0.0886902
2.84	-2.7	-0.112481
2.84	-2.4	-0.109812
2.84	-2.1	-0.0913787
2.84	-1.8	-0.0628524
2.84	-1.5	-0.0339942
2.84	-1.2	-0.0136527
2.84	-1.	-0.00617753
2.84	-6.	0.0143446
2.84	-5.7	0.0182123
2.84	-5.4	0.0158394
2.84	-5.1	0.0172441
2.84	-4.8	0.0166713
2.84	-4.5	0.0157842
2.84	-4.2	0.0124851
2.84	-3.9	0.00151602
2.84	-3.6	-0.020796
2.96	-3.3	-0.10212
2.96	-3.	-0.130725
2.96	-2.7	-0.135217
2.96	-2.4	-0.119513
2.96	-2.1	-0.0950985
2.96	-1.8	-0.063991
2.96	-1.5	-0.0344795
2.96	-1.2	-0.0138278
2.96	-1.	-0.00625128
2.96	-5.7	-0.0278787
2.96	-5.4	-0.0288606
2.96	-5.1	-0.0294422
2.96	-4.8	-0.0298314
2.96	-4.5	-0.0308021
2.96	-4.2	-0.0337652
2.96	-3.9	-0.0453812
2.96	-3.6	-0.0689204
3.08	-3.3	-0.150404
3.08	-3.	-0.165674
3.08	-2.7	-0.152626
3.08	-2.4	-0.126506
3.08	-2.1	-0.0975032
3.08	-1.8	-0.0649472
3.08	-1.5	-0.0348433
3.08	-1.2	-0.0139597
3.08	-1.	-0.00631184
3.08	-6.	-0.0791225
3.08	-5.7	-0.0758674
3.08	-5.4	-0.0767284
3.08	-5.1	-0.0774117
3.08	-4.8	-0.0776617
3.08	-4.5	-0.0795269
3.08	-4.2	-0.0832084
3.08	-3.9	-0.0957006
3.08	-3.6	-0.120249
3.2	-3.3	-0.196039
3.2	-3.	-0.193878
3.2	-2.7	-0.165346
3.2	-2.4	-0.131567
3.2	-2.1	-0.0994109
3.2	-1.8	-0.0656524
3.2	-1.5	-0.0351175
3.2	-1.2	-0.0140592
3.2	-1.	-0.00635509
3.2	-6.	-0.12737
3.2	-5.7	-0.125583
3.2	-5.4	-0.126126
3.2	-5.1	-0.126749
3.2	-4.8	-0.127268
3.2	-4.5	-0.128712
3.2	-4.2	-0.133734
3.2	-3.9	-0.14892
3.2	-3.6	-0.173224
3.32	-3.3	-0.237037
3.32	-3.	-0.215605
3.32	-2.7	-0.174519
3.32	-2.4	-0.135284
3.32	-2.1	-0.10079
3.32	-1.8	-0.0661691
3.32	-1.5	-0.0353242
3.32	-1.2	-0.0141326
3.32	-1.	-0.00639029
3.32	-6.	-0.177997
3.32	-5.7	-0.176503
3.32	-5.4	-0.177315
3.32	-5.1	-0.177723
3.32	-4.8	-0.178312
3.32	-4.5	-0.180743
3.32	-4.2	-0.187328
3.32	-3.9	-0.204063
3.32	-3.6	-0.22701
3.44	-3.3	-0.270769
3.44	-3.	-0.231537
3.44	-2.7	-0.181237
3.44	-2.4	-0.137963
3.44	-2.1	-0.101823
3.44	-1.8	-0.0665656
3.44	-1.5	-0.035479
3.44	-1.2	-0.0141887
3.44	-1.	-0.00641616
3.44	-5.7	-0.23034
3.44	-5.4	-0.229219
3.44	-5.1	-0.230036
3.44	-4.8	-0.231723
3.44	-4.5	-0.234754
3.44	-4.2	-0.24292
3.44	-3.9	-0.261558
3.44	-3.6	-0.278383
3.56	-3.3	-0.297073
3.56	-3.	-0.242933
3.56	-2.7	-0.186045
3.56	-2.4	-0.139943
3.56	-2.1	-0.102601
3.56	-1.8	-0.0668637
3.56	-1.5	-0.0355935
3.56	-1.2	-0.0142313
3.56	-1.	-0.00643563
3.56	-6.	-0.283199
3.56	-5.7	-0.281572
3.56	-5.4	-0.282629
3.56	-5.1	-0.284241
3.56	-4.8	-0.287609
3.56	-4.5	-0.29274
3.56	-4.2	-0.302324
3.56	-3.9	-0.318614
3.56	-3.6	-0.324387
3.68	-3.3	-0.316659
3.68	-3.	-0.249691
3.68	-2.7	-0.190291
3.68	-2.4	-0.141421
3.68	-2.1	-0.10316
3.68	-1.8	-0.067085
3.68	-1.5	-0.0356831
3.68	-1.2	-0.0142643
3.68	-1.	-0.00645077
3.68	-6.	-0.337535
3.68	-5.7	-0.339486
3.68	-5.4	-0.339919
3.68	-5.1	-0.341768
3.68	-4.8	-0.345507
3.68	-4.5	-0.353007
3.68	-4.2	-0.363055
3.68	-3.9	-0.374445
3.68	-3.6	-0.363842
3.8	-3.3	-0.330461
3.8	-3.	-0.255453
3.8	-2.7	-0.192056
3.8	-2.4	-0.1425
3.8	-2.1	-0.103592
3.8	-1.8	-0.0672513
3.8	-1.5	-0.0357513
3.8	-1.2	-0.0142879
3.8	-1.	-0.00646177
3.8	-6.	-0.397448
3.8	-5.7	-0.398471
3.8	-5.4	-0.39926
3.8	-5.1	-0.401899
3.8	-4.8	-0.407008
3.8	-4.5	-0.415233
3.8	-4.2	-0.426244
3.8	-3.9	-0.426217
3.8	-3.6	-0.39518
3.92	-3.3	-0.340366
3.92	-3.	-0.259703
3.92	-2.7	-0.193918
3.92	-2.4	-0.143329
3.92	-2.1	-0.103914
3.92	-1.8	-0.067377
3.92	-1.5	-0.0358011
3.92	-1.2	-0.0143073
3.92	-1.	-0.00646988
3.92	-6.	-0.458726
3.92	-5.7	-0.459609
3.92	-5.4	-0.460998
3.92	-5.1	-0.464361
3.92	-4.8	-0.470945
3.92	-4.5	-0.481379
3.92	-4.2	-0.486922
3.92	-3.9	-0.471576
3.92	-3.6	-0.418613
0.376751	-3.3	0.00496322
0.376751	-3.	0.00431034
0.376751	-2.7	0.00405073
0.376751	-2.4	0.00332738
0.376751	-2.1	0.00256927
0.376751	-1.8	0.00281279
0.376751	-1.5	0.0022567
0.376751	-1.2	0.00231017
0.376751	-1.	0.00232187
0.376751	-4.2	0.0173086
0.376751	-3.9	0.0128089
0.376751	-3.6	0.00759264
4.04	-3.3	-0.34736
4.04	-3.	-0.262755
4.04	-2.7	-0.195302
4.04	-2.4	-0.143875
4.04	-2.1	-0.104158
4.04	-1.8	-0.0674702
4.04	-1.5	-0.0358387
4.04	-1.2	-0.0143205
4.04	-1.	-0.00647656
4.04	-6.	-0.523514
4.04	-5.7	-0.524423
4.04	-5.4	-0.526115
4.04	-5.1	-0.530631
4.04	-4.8	-0.536957
4.04	-4.5	-0.550709
4.04	-4.2	-0.546494
4.04	-3.9	-0.508949
4.04	-3.6	-0.435385
4.16	-3.3	-0.352279
4.16	-3.	-0.265043
4.16	-2.7	-0.196334
4.16	-2.4	-0.144334
4.16	-2.1	-0.10434
4.16	-1.8	-0.0675438
4.16	-1.5	-0.035867
4.16	-1.2	-0.0143319
4.16	-1.	-0.00648155
4.16	-6.	-0.580076
4.16	-5.7	-0.582328
4.16	-5.4	-0.58577
4.16	-5.1	-0.592662
4.16	-4.8	-0.601667
4.16	-4.5	-0.614255
4.16	-4.2	-0.59627
4.16	-3.9	-0.537453
4.16	-3.6	-0.447243
4.28	-3.3	-0.35581
4.28	-3.	-0.267785
4.28	-2.7	-0.19711
4.28	-2.4	-0.144679
4.28	-2.1	-0.10448
4.28	-1.8	-0.0675989
4.28	-1.5	-0.0358914
4.28	-1.2	-0.0143405
4.28	-1.	-0.00648503
4.28	-6.	-0.64714
4.28	-5.7	-0.649737
4.28	-5.4	-0.653905
4.28	-5.1	-0.661348
4.28	-4.8	-0.670995
4.28	-4.5	-0.67474
4.28	-4.2	-0.637569
4.28	-3.9	-0.556713
4.28	-3.6	-0.455634
4.4	-3.3	-0.358311
4.4	-3.	-0.267882
4.4	-2.7	-0.197682
4.4	-2.4	-0.144937
4.4	-2.1	-0.104586
4.4	-1.8	-0.0676408
4.4	-1.5	-0.0359075
4.4	-1.2	-0.0143452
4.4	-1.	-0.00648783
4.4	-6.	-0.714255
4.4	-5.7	-0.717246
4.4	-5.4	-0.722761
4.4	-5.1	-0.730931
4.4	-4.8	-0.742328
4.4	-4.5	-0.729476
4.4	-4.2	-0.669508
4.4	-3.9	-0.570583
4.4	-3.6	-0.460746
4.52	-3.3	-0.36014
4.52	-3.	-0.268739
4.52	-2.7	-0.198117
4.52	-2.4	-0.145128
4.52	-2.1	-0.104909
4.52	-1.8	-0.0676723
4.52	-1.5	-0.0359202
4.52	-1.2	-0.0143498
4.52	-1.	-0.00649013
4.52	-6.	-0.781824
4.52	-5.7	-0.785297
4.52	-5.4	-0.795409
4.52	-5.1	-0.802959
4.52	-4.8	-0.805675
4.52	-4.5	-0.775799
4.52	-4.2	-0.692762
4.52	-3.9	-0.58033
4.52	-3.6	-0.46483
4.64	-3.3	-0.361479
4.64	-3.	-0.269396
4.64	-2.7	-0.198442
4.64	-2.4	-0.145283
4.64	-2.1	-0.104969
4.64	-1.8	-0.0676963
4.64	-1.5	-0.0359296
4.64	-1.2	-0.0143536
4.64	-1.	-0.00649155
4.64	-6.	-0.851897
4.64	-5.7	-0.857111
4.64	-5.4	-0.8637
4.64	-5.1	-0.870393
4.64	-4.8	-0.863873
4.64	-4.5	-0.811954
4.64	-4.2	-0.709002
4.64	-3.9	-0.586976
4.64	-3.6	-0.467745
4.76	-3.3	-0.362484
4.76	-3.	-0.269926
4.76	-2.7	-0.198689
4.76	-2.4	-0.145894
4.76	-2.1	-0.104763
4.76	-1.8	-0.0677145
4.76	-1.5	-0.0359368
4.76	-1.2	-0.0143577
4.76	-1.	-0.00649312
4.76	-6.	-0.917599
4.76	-5.7	-0.923105
4.76	-5.4	-0.931709
4.76	-5.1	-0.935318
4.76	-4.8	-0.9142
4.76	-4.5	-0.839189
4.76	-4.2	-0.720074
4.76	-3.9	-0.591676
4.76	-3.6	-0.469818
4.88	-3.3	-0.363217
4.88	-3.	-0.270262
4.88	-2.7	-0.198857
4.88	-2.4	-0.145479
4.88	-2.1	-0.104798
4.88	-1.8	-0.0677287
4.88	-1.5	-0.0360906
4.88	-1.2	-0.0143598
4.88	-1.	-0.00649325
4.88	-6.	-0.983031
4.88  -5.7  -0.989979
4.88  -5.4  -0.990393
4.88	-5.1	-0.995781
4.88	-4.8	-0.955401
4.88	-4.5	-0.858421
4.88	-4.2	-0.727857
4.88	-3.9	-0.594953
4.88	-3.6	-0.471313
5.	-3.3	-0.363771
5.	-3.	-0.270633
5.	-2.7	-0.199015
5.	-2.4	-0.145537
5.	-2.1	-0.104824
5.	-1.8	-0.0677391
5.	-1.5	-0.0359463
5.	-1.2	-0.0143596
5.	-1.	-0.00649465
5.	-6.	-1.04825
5.	-5.1	-1.04949
5.	-4.8	-0.986867
5.	-4.5	-0.871293
5.	-4.2	-0.732898
5.	-3.9	-0.597188
5.	-3.6	-0.472429
0.420216	-3.3	0.0105639
0.420216	-3.	0.00639452
0.420216	-2.7	0.00442286
0.420216	-2.4	0.00410119
0.420216	-2.1	0.00387723
0.420216	-1.8	0.00307264
0.420216	-1.5	0.00278888
0.420216	-1.2	0.00292183
0.420216	-1.	0.00287801
0.44	-3.	0.00850155
0.44	-2.7	0.00538063
0.44	-2.4	0.0040647
0.44	-2.1	0.00423816
0.44	-1.8	0.0033717
0.44	-1.5	0.00317618
0.44	-1.2	0.0032828
0.44	-1.	0.00316917
0.468521	-3.	0.00950822
0.468521	-2.7	0.00745723
0.468521	-2.4	0.00503133
0.468521	-2.1	0.0045629
0.468521	-1.8	0.00378406
0.468521	-1.5	0.00409511
0.468521	-1.2	0.00385435
0.468521	-1.	0.00363035
0.468521	-6.	1.3064
0.468521	-5.7	1.07663
0.522879	-3.3	0.0406822
0.522879	-3.	0.0244032
0.522879	-2.7	0.0134065
0.522879	-2.4	0.00834296
0.522879	-2.1	0.00594528
0.522879	-1.8	0.00515052
0.522879	-1.5	0.00579345
0.522879	-1.2	0.00508639
0.522879	-1.	0.00460226
0.522879	-6.	1.56675
0.522879	-5.7	1.41332
0.522879	-5.4	1.20553
0.522879	-5.1	0.943076
0.522879	-4.8	0.657088
0.522879	-4.5	0.413799
0.522879	-3.9	0.123154
0.56	-3.3	0.0652982
0.56	-3.	0.0330904
0.56	-2.7	0.0194126
0.56	-2.4	0.0112263
0.56	-2.1	0.00771565
0.56	-1.8	0.0065108
0.56	-1.5	0.00693197
0.56	-1.2	0.00601394
0.56	-1.	0.00538229
0.56	-6.	1.6389
0.56	-5.7	1.53557
0.56	-5.4	1.38166
0.56	-5.1	1.16543
0.56	-4.8	0.893138
0.56	-4.5	0.603628
0.56	-4.2	0.371855
0.56	-3.9	0.213203
0.56	-3.6	0.119732
0.585027	-3.3	0.0854468
0.585027	-3.	0.0462416
0.585027	-2.7	0.026412
0.585027	-2.4	0.0129972
0.585027	-2.1	0.0094573
0.585027	-1.8	0.00757109
0.585027	-1.5	0.00774802
0.585027	-1.2	0.00666959
0.585027	-1.	0.00581661
0.585027	-6.	1.64988
0.585027	-5.7	1.57553
0.585027	-5.4	1.45501
0.585027	-5.1	1.27499
0.585027	-4.8	1.02737
0.585027	-4.5	0.734537
0.585027	-4.2	0.456233
0.585027	-3.9	0.273762
0.585027	-3.6	0.142893
0.337242  -6.  0.32273
0.337242  -5.7  0.259477
0.337242  -5.4  0.212965
0.337242  -5.1  0.163244
2.96  -6.  -0.032389
3.44  -6.  -0.230598
0.376751  -6.  0.61877
0.376751  -5.7  0.505403
0.376751  -5.4  0.424212
0.376751  -5.1  0.329215
0.376751  -4.8  0.157913
0.376751  -4.5  0.0984346
5.  -5.7  -1.04866
5.  -5.4  -1.04908
0.420216  -6.  0.944452
0.420216  -5.7  0.775953
0.420216  -5.4  0.656611
0.420216  -5.1  0.511805
0.420216  -4.8  0.30639
0.420216  -4.5  0.192238
0.420216  -4.2  0.101404
0.420216  -3.9  0.0456305
0.420216  -3.6  0.0341911
0.44  -3.3  0.0163679
0.44  -6.  1.09269
0.44  -5.7  0.899099
0.44  -5.4  0.762392
0.44  -5.1  0.594914
0.44  -4.8  0.373972
0.44  -4.5  0.234935
0.44  -4.2  0.139681
0.44  -3.9  0.0605699
0.44  -3.6  0.0462979
0.468521  -3.3  0.0247352
0.468521  -5.4  0.914888
0.468521  -5.1  0.714727
0.468521  -4.8  0.4714
0.468521  -4.5  0.296487
0.468521  -4.2  0.194863
0.468521  -3.9  0.0821068
0.468521  -3.6  0.0637514
0.522879  -4.2  0.300034
0.522879  -3.6  0.0970158
